,0,1,2
0,-81.07435040042269,155.8318540537031,0.125
1,-81.47240349349775,156.5767922819069,0.25
2,-81.47240349349775,156.5767922819069,0.0
3,-81.10499825440955,155.89535383995607,0.125
4,-81.10499825440955,155.89535383995607,0.0
5,-81.10499825440955,155.89535383995607,0.0
6,-81.10499825440955,155.89535383995607,0.0
7,-81.10499825440955,155.89535383995607,0.0
8,-80.89395763077054,155.5237034325619,0.25
9,-81.20168871049576,156.05645522939835,0.125
10,-81.14309124843685,155.94821201886992,0.125
11,-81.22205203966774,156.09119273721387,0.25
12,-81.76950701922036,157.15847904569236,0.25
13,-82.2837484967003,158.36517968410328,0.25
14,-82.2837484967003,158.36517968410328,0.0
15,-82.25626304196389,158.34285588638045,0.125
16,-82.25626304196389,158.34285588638045,0.0
17,-82.25626304196389,158.34285588638045,0.0
18,-82.27838729359772,158.16859956822663,0.25
19,-82.27838729359772,158.16859956822663,0.0
20,-81.62203163363797,156.85326668751833,0.25
21,-81.30793252797012,156.26915063564977,0.125
22,-81.30793252797012,156.26915063564977,0.0
23,-81.30793252797012,156.26915063564977,0.0
24,-81.31685571830035,156.28564998350197,0.125
25,-82.01799189679352,157.63975438039046,0.125
26,-83.16723890730702,159.9195138024404,0.125
27,-81.14544703812689,155.94773994651243,0.25
28,-82.75572663125777,159.0977898254737,0.25
29,-83.40234308909314,160.3854582631957,0.25
30,-80.09773335751503,153.7941063106038,0.375
31,-78.87454343387596,151.43613805434646,0.125
32,-78.92140050050793,151.51735800363335,0.125
33,-78.92140050050793,151.51735800363335,0.0
34,-78.92140050050793,151.51735800363335,0.0
35,-78.9076572335885,151.49022223156913,0.25
36,-78.9076572335885,151.49022223156913,0.0
37,-78.9076572335885,151.49022223156913,0.0
38,-79.11697039588978,151.87385568782847,0.125
39,-79.26256381555827,152.1437243331914,0.125
40,-78.57228199236444,151.1837627984334,0.375
41,-80.61416436763466,154.81579447992652,0.125
42,-78.59183380121961,151.0204359765847,0.375
43,-79.96449090786007,153.53040121101958,0.25
44,-79.84203626536176,153.29270006364885,0.125
45,-79.62407572570181,152.86740930796284,0.125
46,-80.26553834966623,154.11965451785323,0.125
47,-79.45321677268404,152.5080646675947,0.125
48,-79.87869222300188,153.34540441259594,0.125
49,-78.92441500400083,151.45323131126085,0.125
50,-78.92441500400083,151.45323131126085,0.0
51,-79.64215570867239,152.87832503075728,0.125
52,-78.49577507542749,151.03120019029734,0.25
53,-79.23661155406324,152.10229165522503,0.125
54,-79.23661155406324,152.10229165522503,0.0
55,-78.91253744873252,151.49320206822208,0.125
56,-78.91253744873252,151.49320206822208,0.0
57,-78.61170144486807,151.070019194215,0.125
58,-79.06007969410794,151.7640020792846,0.25
59,-79.50556820385805,152.62410624955996,0.125
60,-79.50556820385805,152.62410624955996,0.0
61,-79.32606369541162,152.2740962655779,0.125
62,-79.32606369541162,152.2740962655779,0.0
63,-79.32606369541162,152.2740962655779,0.0
64,-79.32606369541162,152.2740962655779,0.0
65,-79.50695973798027,152.626655207504,0.375
66,-82.06556597863427,157.70814567454516,0.375
67,-82.64760269014974,158.87072323278537,0.125
68,-82.54866110592074,158.6726311553096,0.25
69,-82.54866110592074,158.6726311553096,0.0
70,-82.54866110592074,158.6726311553096,0.0
71,-77.88159323687881,149.41484450405764,0.25
72,-77.42003757636768,148.88150671887067,0.125
73,-77.42003757636768,148.88150671887067,0.0
74,-78.64689745174262,150.87953886505414,0.125
75,-78.25813383119755,150.10633317186134,0.125
