,0,1,2
0,-256.7237075005126,507.19992945355426,0.125
1,-256.7237075005126,507.19992945355426,0.0
2,-256.7237075005126,507.19992945355426,0.0
3,-257.8934352274601,509.40315150198296,0.125
4,-257.29211622402846,508.36051837315136,0.25
5,-257.39977529927035,508.5433920296043,0.125
6,-257.39977529927035,508.5433920296043,0.0
7,-257.1677567310808,508.2507119712003,0.125
8,-257.1677567310808,508.2507119712003,0.0
9,-257.1677567310808,508.2507119712003,0.0
10,-257.1677567310808,508.2507119712003,0.0
11,-257.1677567310808,508.2507119712003,0.0
12,-257.8620947789579,509.40847950204636,0.125
13,-257.15908851484755,517.9588674220078,0.125
14,-257.15908851484755,517.9588674220078,0.0
15,-257.51894426303676,508.83478308164877,0.125
16,-257.51894426303676,508.83478308164877,0.0
17,-257.51894426303676,508.83478308164877,0.0
18,-257.51894426303676,508.83478308164877,0.0
19,-257.41962121375707,508.70735306519356,0.125
20,-257.41962121375707,508.70735306519356,0.0
21,-257.41962121375707,508.70735306519356,0.0
22,-257.41962121375707,508.70735306519356,0.0
23,-258.7873294297483,511.1990315793711,0.25
24,-259.0384691343064,511.69684050234247,0.125
25,-260.16620176291286,513.9331178823288,0.125
26,-260.16620176291286,513.9331178823288,0.0
27,-260.16620176291286,513.9331178823288,0.0
28,-260.6097044455354,514.8158587643115,0.125
29,-258.9292982437431,511.470440913094,0.25
30,-258.9292982437431,511.470440913094,0.0
31,-257.0083163418427,507.7750678276843,0.125
32,-257.0083163418427,507.7750678276843,0.0
33,-257.0083163418427,507.7750678276843,0.0
34,-257.0083163418427,507.7750678276843,0.0
35,-257.0083163418427,507.7750678276843,0.0
36,-256.9379632593516,507.67137170344404,0.125
37,-256.9187057378813,507.6455504830852,0.125
38,-256.75986673171946,507.43469564030187,0.125
39,-256.75986673171946,507.43469564030187,0.0
40,-256.75986673171946,507.43469564030187,0.0
41,-261.16907613476207,515.9134890764564,0.25
42,-254.17155766886233,501.9440544358109,0.125
43,-251.72536893297178,497.1528165771872,0.125
44,-251.72536893297178,497.1528165771872,0.0
45,-251.72536893297178,497.1528165771872,0.0
46,-250.9817251237448,495.91865515483653,0.125
47,-250.9817251237448,495.91865515483653,0.0
48,-252.59989744560824,498.8093442642457,0.125
49,-252.59989744560824,498.8093442642457,0.0
50,-252.7619857590166,499.13092422980304,0.125
51,-250.61994245144584,495.29938457781884,0.375
52,-251.08525079480563,495.8670372692556,0.125
53,-251.39900370032106,496.46127624270133,0.125
54,-250.87690202943855,495.5770007568634,0.125
55,-252.10439286182728,497.8441209646292,0.125
56,-252.10439286182728,497.8441209646292,0.0
57,-252.10439286182728,497.8441209646292,0.0
58,-252.10439286182728,497.8441209646292,0.0
59,-250.63820140528972,495.40434902636736,0.25
60,-250.63820140528972,495.40434902636736,0.0
61,-250.63820140528972,495.40434902636736,0.0
62,-250.63820140528972,495.40434902636736,0.0
63,-250.95904217580525,495.7127057489831,0.125
64,-251.49104538047408,496.66067732003404,0.125
65,-250.5710278615426,495.447565192625,0.125
66,-250.5710278615426,495.447565192625,0.0
67,-252.5024695275167,498.5959330714309,0.125
68,-252.5024695275167,498.5959330714309,0.0
69,-248.8992445811127,491.4705386210146,0.25
70,-248.8992445811127,491.4705386210146,0.0
71,-248.8992445811127,491.4705386210146,0.0
72,-247.80882994878536,492.17535588872875,0.125
73,-247.80882994878536,492.17535588872875,0.0
74,-247.80882994878536,492.17535588872875,0.0
75,-250.39261745514042,494.38067846010705,0.125
76,-250.39261745514042,494.38067846010705,0.0
77,-248.25097230641026,490.13946349614207,0.125
78,-246.87062931944476,487.78704838118534,0.125
79,-246.87062931944476,487.78704838118534,0.0
80,-246.87062931944476,487.78704838118534,0.0
81,-248.2898302274075,490.19563185201594,0.125
82,-246.85369260611617,487.8053667980574,0.125
83,-246.85369260611617,487.8053667980574,0.0
84,-246.85369260611617,487.8053667980574,0.0
85,-246.85369260611617,487.8053667980574,0.0
86,-246.85369260611617,487.8053667980574,0.0
87,-246.85369260611617,487.8053667980574,0.0
88,-246.85369260611617,487.8053667980574,0.0
89,-247.07961460328104,487.9920512975502,0.125
90,-247.07961460328104,487.9920512975502,0.0
91,-246.62838576073972,517.6450930654426,0.125
92,-246.62838576073972,517.6450930654426,0.0
93,-246.62838576073972,517.6450930654426,0.0
94,-246.62838576073972,517.6450930654426,0.0
95,-247.01264401976732,487.8049103415801,0.125
96,-247.01264401976732,487.8049103415801,0.0
97,-247.01264401976732,487.8049103415801,0.0
98,-248.95476369214228,491.52189370700205,0.125
99,-248.30829643306384,490.245887133121,0.125
100,-248.30829643306384,490.245887133121,0.0
101,-248.30829643306384,490.245887133121,0.0
102,-248.30829643306384,490.245887133121,0.0
