,0,1,2
0,-396.44618888718736,786.6514713640959,0.0
1,-396.44618888718736,786.6514713640959,0.0
2,-396.44618888718736,786.6514713640959,0.0
3,-396.44618888718736,786.6514713640959,0.0
4,-396.44618888718736,786.6514713640959,0.0
5,-396.44618888718736,786.6514713640959,0.0
6,-396.44618888718736,786.6514713640959,0.0
7,-396.44618888718736,786.6514713640959,0.0
8,-396.44618888718736,786.6514713640959,0.0
9,-396.44618888718736,786.6514713640959,0.0
10,-396.44618888718736,786.6514713640959,0.0
11,-396.44618888718736,786.6514713640959,0.0
12,-396.44618888718736,786.6514713640959,0.0
13,-396.44618888718736,786.6514713640959,0.0
14,-396.44618888718736,786.6514713640959,0.0
15,-396.44618888718736,786.6514713640959,0.0
16,-396.44618888718736,786.6514713640959,0.0
17,-396.44618888718736,786.6514713640959,0.0
18,-396.44618888718736,786.6514713640959,0.0
19,-396.44618888718736,786.6514713640959,0.0
20,-396.44618888718736,786.6514713640959,0.0
21,-396.44618888718736,786.6514713640959,0.0
22,-397.16703191871426,787.9838380659513,0.125
23,-398.2069762809055,790.0265172112962,0.25
24,-398.2069762809055,790.0265172112962,0.0
25,-399.56426098612627,792.7227076635079,0.125
26,-399.56426098612627,792.7227076635079,0.0
27,-398.3375918229383,790.2850732804412,0.125
28,-398.2966747128854,790.2044694523184,0.125
29,-399.2777084648369,792.1524480588837,0.125
30,-399.2777084648369,792.1524480588837,0.0
31,-397.18857948096905,788.0312591272174,0.125
32,-397.18857948096905,788.0312591272174,0.0
33,-397.18857948096905,788.0312591272174,0.0
34,-397.18857948096905,788.0312591272174,0.0
35,-398.5892221383949,790.7751632689584,0.125
36,-393.63536558441723,780.9243134934636,0.25
37,-397.82252740574893,789.2233775931011,0.25
38,-396.2420608906097,786.0651066902315,0.125
39,-390.4433753687312,774.5021902652253,0.125
40,-389.01838193400437,771.701537743456,0.125
41,-389.01838193400437,771.701537743456,0.0
42,-388.59672938794984,770.923098872053,0.125
43,-388.59672938794984,770.923098872053,0.0
44,-388.59672938794984,770.923098872053,0.0
45,-388.59672938794984,770.923098872053,0.0
46,-388.1937981677988,770.3431659190318,0.25
47,-388.1937981677988,770.3431659190318,0.0
48,-388.1937981677988,770.3431659190318,0.0
49,-388.1937981677988,770.3431659190318,0.0
50,-388.1937981677988,770.3431659190318,0.0
