,0,1,2
0,-240.8192959519985,475.2799470828085,0.125
1,-240.8192959519985,475.2799470828085,0.0
2,-241.03915763868764,475.8611301734854,0.25
3,-241.82295604704743,477.2869091417228,0.25
4,-241.82295604704743,477.2869091417228,0.0
5,-241.82295604704743,477.2869091417228,0.0
6,-241.82295604704743,477.2869091417228,0.0
7,-242.64673897981544,478.8913338209118,0.125
8,-239.88217005031305,473.39584595274374,0.125
9,-239.88217005031305,473.39584595274374,0.0
10,-239.20496744581297,472.0868629605536,0.125
11,-239.20496744581297,472.0868629605536,0.0
12,-239.20496744581297,472.0868629605536,0.0
13,-239.20496744581297,472.0868629605536,0.0
14,-239.20496744581297,472.0868629605536,0.0
15,-239.20496744581297,472.0868629605536,0.0
16,-239.20496744581297,472.0868629605536,0.0
17,-239.20496744581297,472.0868629605536,0.0
18,-238.9304203580271,471.60857257673564,0.125
19,-238.9304203580271,471.60857257673564,0.0
20,-238.9304203580271,471.60857257673564,0.0
21,-238.9304203580271,471.60857257673564,0.0
22,-239.1355001485228,471.9795212091875,0.25
23,-239.1355001485228,471.9795212091875,0.0
24,-239.1355001485228,471.9795212091875,0.0
25,-239.1355001485228,471.9795212091875,0.0
26,-238.77305444132222,471.288543343788,0.25
27,-238.77305444132222,471.288543343788,0.0
28,-238.77305444132222,471.288543343788,0.0
29,-238.77305444132222,471.288543343788,0.0
30,-238.77305444132222,471.288543343788,0.0
31,-241.39730928122538,476.3928171081063,0.375
32,-238.64825812487123,471.06306484294,0.125
33,-238.64825812487123,471.06306484294,0.0
34,-238.64825812487123,471.06306484294,0.0
35,-238.64825812487123,471.06306484294,0.0
36,-238.43172323169935,470.87194798023376,0.125
37,-238.43172323169935,470.87194798023376,0.0
38,-239.74204298790528,473.10176729954065,0.125
39,-238.4165936794258,470.49901671719084,0.375
40,-237.6727255390568,469.21446298581156,0.125
41,-239.00311224470687,471.620426947324,0.125
42,-238.53011937002992,470.6879358893244,0.125
43,-238.53011937002992,470.6879358893244,0.0
44,-239.2175100696096,472.0453126383438,0.125
45,-239.2175100696096,472.0453126383438,0.0
