,0,1,2
0,-12.856010329184722,19.27632830023662,0.375
1,-12.971429597624441,19.507099220389176,1.0
2,-13.992226833598318,21.548887896393612,0.625
3,-13.383705837986088,20.331769708007414,0.375
4,-12.734122318731437,19.032691981914926,0.75
5,-12.016304063964272,17.597162195640983,0.75
6,-12.592826293406354,18.75012395952783,0.875
7,-11.178661330570051,15.921752505148756,0.875
8,-10.53974115064792,14.64394120241999,0.75
9,-10.182555019917961,13.929617754979269,0.75
10,-10.4041568570869,14.372767894152659,0.875
11,-12.211622326305378,17.98778460187622,0.75
12,-9.092397067053817,11.749173633230255,0.875
13,-10.129367659839257,13.823083736641927,1.0
14,-9.67705326730874,12.9182711799932,0.75
15,-10.582147256989717,14.729275350266844,0.625
16,-8.956141873624896,11.476888810825532,0.75
17,-9.439690049144621,12.443955768691787,0.625
18,-8.653845009871935,10.872268280042892,0.75
19,-8.529442104457777,10.623963273242857,0.875
20,-9.864773364304536,13.29431715814907,0.625
21,-9.469951311075246,12.504576484992615,0.625
22,-9.761886940545788,13.08844795264259,0.625
23,-9.44418348076853,12.457155571260138,0.75
24,-8.744700443274771,11.054747280424873,0.75
25,-8.848562005763503,11.262356817152387,0.75
26,-9.575736629102833,12.716223749600713,1.0
27,-11.990382752473714,17.54563943506094,0.625
28,-9.632580955205174,12.829975366768988,0.75
29,-10.087284618560375,13.73924634545386,0.375
30,-9.36132735866863,12.28730853929196,0.875
31,-9.50687907551472,12.578407221442067,0.75
32,-10.15186963082631,13.868404198708635,0.75
33,-8.768470829774373,11.10343086665744,0.875
34,-9.84796507062461,13.260874453983334,0.875
35,-9.003245108194536,11.571734023078749,0.875
36,-8.945586592033406,11.457383937029174,0.75
37,-8.383987958320155,10.333472241154828,0.625
38,-8.545538436374088,10.65581949210823,0.875
39,-8.960590689501878,11.486570421774166,1.0
40,-8.315503642393082,10.196505227997694,0.875
41,-8.290583192017799,10.146767318062496,0.875
42,-8.385247305275133,10.335685265483797,0.75
43,-9.661439673367823,12.887953893096643,0.75
44,-9.790358062728238,13.145937848068524,0.75
45,-9.564771605074554,12.69670067734491,0.75
46,-10.416130789954359,14.402088901426103,1.0
47,-10.29661160949853,14.160173410644227,0.625
48,-10.06944213781237,13.70595585343445,0.625
49,-9.537279702106755,12.642436224493624,0.625
50,-10.173706134588777,13.935319485851805,0.75
51,-9.706075969188548,12.982863908543415,0.875
52,-9.891990972131415,13.35030485645402,0.625
53,-10.242050169063072,14.050716811743323,0.5
54,-9.659932236477434,12.887136222417185,0.875
